,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
1,Houthalen-Helchteren,Maison,Maison de maître,298000.0,notariale,7,225,0,0,0,None,None,0,200,144,344,4,0,old
2,None,Maison,Villa,None,notariale,5,483,0,0,0,None,None,1,None,None,000,4,0,old
3,Achel,Maison,Villa,465000.0,notariale,6,295,0,0,0,None,None,1,160,608,768,4,0,new
4,Sint-Truiden,Maison,None,310000.0,notariale,4,168,0,0,0,True,89,0,None,None,None,2,0,old
5,Lanaken,Appartement,None,130000.0,notariale,3,70,0,0,0,None,None,0,None,None,None,None,0,old
6,Tongeren,Appartement,Duplex,457000.0,notariale,7,160,0,0,0,True,19,0,None,None,None,None,0,old
7,Tongeren,Appartement,None,315000.0,notariale,6,71,0,0,0,True,7,0,None,None,None,None,0,old
8,Leopoldsburg,Maison,None,299950.0,notariale,7,360,0,0,0,None,None,1,None,None,858,4,0,None
9,Eisden,Maison,Maison unifamiliale,175000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
0,Genk,Appartement,None,299000.0,notariale,5,100,0,0,0,True,50,0,None,None,None,None,0,old
1,Houthalen-Helchteren,Appartement,None,195000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
2,Houthalen-Helchteren,Appartement,None,205000.0,notariale,3,None,0,0,0,None,None,1,None,None,None,None,0,old
3,Hasselt,Appartement,None,276000.0,notariale,6,100,0,0,0,True,16,0,None,None,None,3,0,old
4,Hasselt,Appartement,None,185000.0,notariale,7,100,0,0,0,None,None,0,None,None,None,None,0,old
5,Kortessem,Appartement,None,178000.0,notariale,4,86,0,0,0,True,2,0,None,None,None,2,0,old
6,Maasmechelen,Maison,None,575000.0,notariale,6,373,0,0,0,None,None,1,195,-35,160,4,0,old
7,Lommel,Maison,None,325000.0,notariale,7,203,0,0,0,None,None,0,None,None,000,4,0,None
8,Beverlo,Maison,None,349000.0,notariale,4,195,0,0,0,None,None,0,None,None,377,3,0,None
9,Sint-Truiden,Maison,Usage mixte,495000.0,notariale,9,430,0,0,0,None,None,1,None,None,721,4,0,new
0,Beek,Appartement,None,226800.0,notariale,4,113,0,0,0,True,12,0,None,None,None,2,0,None
1,Beek,Appartement,None,234000.0,notariale,5,108,0,0,0,True,35,0,None,None,None,3,0,None
2,Beek,Appartement,App. rez-de-chaussée,207900.0,notariale,4,96,0,0,0,None,None,1,None,None,None,4,0,None
3,Halen,Maison,None,270000.0,notariale,5,76,0,0,0,None,None,1,None,None,500,3,0,new
4,Overpelt,Appartement,None,338017.0,notariale,5,140,0,0,0,True,35,0,None,None,None,None,0,old
5,Overpelt,Appartement,None,248800.0,notariale,4,99,0,0,0,True,14,0,None,None,None,None,0,old
6,Tongeren,Appartement,None,327900.0,notariale,4,109,0,0,0,True,10,0,None,None,None,None,0,None
7,Tongeren,Appartement,None,507800.0,notariale,5,157,0,0,0,True,21,0,None,None,None,None,0,None
8,Tongeren,Appartement,None,180000.0,notariale,5,101,0,0,0,None,None,0,None,None,101,None,0,old
9,Hasselt,Appartement,None,169000.0,notariale,5,65,0,0,0,None,None,0,None,None,None,None,0,old
0,Lommel,Maison,None,281000.0,notariale,4,None,0,0,0,None,None,0,None,None,351,3,0,old
1,Lommel,Maison,None,342000.0,notariale,4,None,0,0,0,None,None,0,None,None,501,4,0,old
2,Dilsen-Stokkem,Maison,None,299000.0,notariale,3,None,0,0,0,None,None,0,None,None,524,3,0,old
3,Lanaken,Maison,None,310000.0,notariale,4,None,0,0,0,None,None,1,None,None,397,4,0,None
4,Hasselt,Appartement,None,323500.0,notariale,2,60,0,0,0,None,None,0,None,None,None,None,0,None
5,Hasselt,Appartement,None,539000.0,notariale,3,50,0,0,0,True,10,0,None,None,None,None,0,None
6,Hasselt,Appartement,None,449000.0,notariale,3,80,0,0,0,True,10,0,None,None,None,None,0,None
7,Hasselt,Appartement,None,409000.0,notariale,3,80,0,0,0,True,60,0,None,None,None,None,0,None
8,Hasselt,Appartement,None,520000.0,notariale,4,40,0,0,0,True,50,0,None,None,None,None,0,None
9,Hasselt,Appartement,None,485000.0,notariale,5,None,0,0,0,True,35,0,None,None,40,None,0,None
0,Lanklaar,Maison,None,189000.0,notariale,5,140,0,0,0,None,None,1,None,None,309,3,0,old
1,Dilsen-Stokkem,Appartement,Duplex,215000.0,notariale,4,111,0,0,0,True,20,0,None,None,None,None,0,None
2,Genk,Maison,None,279000.0,notariale,7,160,0,0,0,None,None,1,None,None,826,4,0,old
3,Opglabbeek,Maison,None,279000.0,notariale,7,190,0,0,0,None,None,1,None,None,544,4,0,old
4,Tessenderlo,Maison,None,315000.0,notariale,6,185,0,0,0,None,None,1,None,None,525,4,0,old
5,Hasselt,Maison,None,299000.0,notariale,6,225,0,0,0,None,None,1,None,None,None,None,0,old
6,Genk,Maison,None,275000.0,notariale,6,139,0,0,0,None,None,1,None,None,510,3,0,old
7,Neeroeteren,Maison,None,425000.0,notariale,6,473,0,0,0,None,None,1,None,None,490,4,0,old
8,Herk-de-Stad,Maison,None,295000.0,notariale,8,280,0,0,0,None,None,1,None,None,560,3,0,old
9,Neerpelt,Appartement,Duplex,280000.0,notariale,6,168,0,0,0,None,None,0,None,None,168,3,0,old
0,Buvingen,Maison,Ferme,429000.0,notariale,8,55,0,0,0,None,None,0,None,None,103,4,0,new
1,Buvingen,Maison,None,429000.0,notariale,8,55,0,0,0,None,None,0,None,None,103,4,0,new
2,Herk-de-Stad,Maison,None,400000.0,notariale,8,130,0,0,0,None,None,0,None,None,724,4,0,old
3,Sint-Truiden,Maison,Maison deux facades,140000.0,notariale,5,95,0,0,0,None,None,0,None,None,50,2,0,new
4,Borgloon,Maison,None,630000.0,notariale,10,396,0,0,0,None,None,0,None,None,220,3,0,new
5,Borgloon,Maison,None,465000.0,notariale,11,240,0,0,0,None,None,0,None,None,146,4,0,old
6,Kessenich,Maison,None,179000.0,notariale,5,60,0,0,0,None,None,1,113,477,590,3,0,old
7,None,Maison,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,4,0,None
8,Borgloon,Maison,None,325000.0,notariale,7,208,0,0,0,True,18,1,432,-232,200,4,0,old
9,Zelem,Maison,None,549000.0,notariale,10,375,0,0,0,True,17,1,None,None,332,None,0,old
0,Diepenbeek,Appartement,None,243000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
1,Opglabbeek,Appartement,Duplex,205000.0,notariale,6,114,0,0,0,None,None,0,None,None,None,None,0,new
2,Lummen,Appartement,None,199500.0,notariale,1,75,0,0,0,None,None,0,None,None,None,None,0,old
3,Beringen,Appartement,Duplex,269000.0,notariale,3,135,0,0,0,None,None,0,None,None,None,3,0,old
4,Zonhoven,Maison,Maison unifamiliale,349000.0,notariale,3,212,0,0,0,None,None,0,None,None,081,4,0,old
5,Peer,Maison,Villa-Manoir,1200000.0,notariale,12,550,0,0,0,None,None,0,550,None,000,4,0,old
6,Beringen,Appartement,None,178500.0,notariale,5,105,0,0,0,None,None,0,None,None,None,2,0,old
7,Hasselt,Appartement,None,375000.0,notariale,5,124,0,0,0,None,None,0,None,None,None,None,0,old
8,Bree,Maison,Maison unifamiliale,159000.0,notariale,5,125,0,0,0,None,None,1,None,None,775,4,0,old
9,Hamont,Appartement,None,1600000.0,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,old
0,Heusden,Maison,None,328440.0,notariale,7,61,0,0,0,None,None,1,None,None,565,3,0,old
1,Heusden,Maison,None,297840.0,notariale,7,80,0,0,0,None,None,1,None,None,326,3,0,old
2,Heusden,Maison,None,312120.0,notariale,7,09,0,0,0,None,None,1,None,None,455,3,0,old
3,Heusden,Maison,None,312120.0,notariale,7,61,0,0,0,None,None,1,391,None,None,3,0,old
4,Genk,Maison,Usage mixte,570000.0,notariale,11,None,0,0,0,True,55,0,None,None,055,2,0,None
5,Sint-Truiden,Maison,None,140000.0,agence,3,None,0,0,0,None,None,0,None,None,110,2,0,old
6,Zonhoven,Maison,None,349000.0,notariale,7,180,0,0,0,True,26,1,None,None,359,3,0,old
7,Diepenbeek,Appartement,None,109000.0,notariale,8,123,0,0,0,None,None,1,None,None,None,2,0,old
8,Gingelom,Maison,None,185000.0,notariale,4,163,0,0,0,None,None,0,None,None,823,3,0,old
9,Zelem,Maison,None,220000.0,notariale,6,106,0,0,0,None,None,0,None,None,323,4,0,old
0,Paal,Maison,Villa,1295000.0,notariale,13,455,0,0,1,True,90,1,256,697,953,4,0,old
1,Bilzen,Maison,None,399000.0,notariale,10,281,0,0,1,True,25,1,None,None,396,4,0,old
2,Hasselt,Maison,None,315000.0,notariale,4,161,0,0,0,True,25,1,None,None,711,3,0,old
3,Zonhoven,Maison,None,350000.0,notariale,6,109,0,0,0,None,None,1,123,857,980,None,0,new
4,None,Maison,None,None,notariale,4,88,0,0,0,None,None,0,None,None,70,3,0,old
5,Sint-Truiden,Maison,None,269000.0,notariale,6,40,0,0,0,None,None,1,None,None,300,3,0,old
6,Houthalen,Maison,Usage mixte,359500.0,notariale,9,84,0,0,0,None,None,1,290,-240,050,4,0,old
7,Stokrooie,Maison,Villa,320000.0,notariale,4,61,0,0,0,None,None,1,None,None,793,4,0,old
8,Hasselt,Appartement,None,349995.0,notariale,4,80,0,0,0,None,None,0,None,None,None,None,0,old
9,Hasselt,Appartement,None,365000.0,notariale,10,230,0,0,0,None,None,1,None,None,200,2,0,new
0,Heppen,Appartement,None,159000.0,notariale,3,80,0,0,0,None,None,0,None,None,None,2,0,None
1,Niel-bij-As,Maison,Maison unifamiliale,219000.0,notariale,5,173,0,0,0,None,None,1,None,None,000,4,0,old
2,Riemst,Maison,None,105000.0,notariale,5,150,0,0,0,True,12,1,None,None,110,2,0,old
3,Grote-Spouwen,Maison,None,220000.0,notariale,6,220,0,0,0,None,None,0,None,None,669,3,0,old
4,Hasselt,Appartement,None,259000.0,notariale,5,115,0,0,0,True,21,0,None,None,158,2,0,old
5,Eisden,Maison,None,159000.0,notariale,6,157,0,0,0,None,None,1,None,None,404,4,0,None
6,Lommel,Maison,None,369000.0,notariale,11,280,0,0,0,None,None,1,None,None,845,4,0,new
7,Genk,Appartement,None,195000.0,notariale,6,131,0,0,0,None,None,0,None,None,None,None,0,old
8,Lommel,Maison,Villa,445000.0,notariale,7,290,0,0,0,None,None,0,None,None,850,4,0,old
9,Lommel,Maison,None,325000.0,notariale,8,202,0,0,0,None,None,0,None,None,720,4,0,old
0,Lommel,Maison,Villa,475000.0,notariale,6,270,0,0,0,True,55,1,None,None,737,4,0,old
1,Zonhoven,Maison,None,168000.0,notariale,6,102,0,0,0,None,None,1,None,None,665,3,0,old
2,Genk,Maison,Ferme,399000.0,notariale,0,None,0,0,0,None,None,1,None,None,921,2,0,old
3,Rekem,Maison,Villa,340000.0,notariale,5,130,0,0,0,None,None,0,None,None,476,4,0,old
4,Schulen,Maison,Ferme,575000.0,notariale,5,None,0,0,0,None,None,0,None,None,None,3,0,None
5,Tessenderlo,Appartement,None,295000.0,notariale,4,110,0,0,0,True,23,0,None,None,None,2,0,old
6,Kortessem,Maison,None,399900.0,notariale,8,260,0,0,0,None,None,0,None,None,476,3,0,new
7,Maaseik,Appartement,None,159000.0,notariale,4,90,0,0,0,None,None,1,None,None,None,2,0,None
8,Maaseik,Maison,None,229000.0,notariale,4,94,0,0,0,None,None,1,None,None,113,3,0,old
9,Maaseik,Appartement,None,149000.0,notariale,4,90,0,0,0,None,None,0,None,None,None,2,0,None
0,Hasselt,Maison,None,457000.0,notariale,6,210,0,0,0,True,25,1,None,None,238,2,0,old
1,Genk,Appartement,None,270000.0,notariale,6,115,0,0,0,None,None,0,None,None,None,2,0,new
2,None,Maison,None,None,agence,5,None,0,0,0,None,None,0,None,None,868,4,0,old
3,Hamont-Achel,Maison,Maison exceptionnelle,379000.0,notariale,7,200,0,0,0,None,None,1,None,None,912,4,0,new
4,Ham,Maison,None,199000.0,notariale,7,66,0,0,0,None,None,0,None,None,789,4,0,old
5,Sint-Truiden,Maison,None,265000.0,notariale,6,None,0,0,0,True,45,1,None,None,395,None,0,old
6,None,Maison,Maison unifamiliale,None,notariale,5,175,0,0,0,None,None,1,None,None,149,3,0,old
7,Overpelt,Maison,None,229000.0,notariale,7,190,0,0,0,None,None,1,None,None,000,4,0,old
8,Kaulille,Maison,None,363000.0,notariale,9,210,0,0,0,None,None,1,None,None,454,4,0,new
9,Bilzen,Maison,Maison unifamiliale,249900.0,notariale,5,137,0,0,0,None,None,0,None,None,None,2,0,old
0,None,Maison,None,None,notariale,17,732,0,0,0,None,None,0,None,None,700,4,0,new
1,Hasselt,Appartement,None,785000.0,notariale,8,226,0,0,0,True,162,0,None,None,None,3,0,None
2,Hasselt,Appartement,None,125000.0,notariale,3,42,0,0,0,True,4,0,None,None,110,2,0,old
3,Hoeselt,Appartement,None,245000.0,notariale,4,105,0,0,0,None,None,1,None,None,260,2,0,new
4,Peer,Appartement,None,169900.0,notariale,3,65,0,0,0,True,30,0,None,None,328,2,0,old
5,Genk,Appartement,None,249000.0,notariale,6,105,0,0,0,None,None,0,None,None,064,3,0,old
6,Genoelselderen,Maison,None,269000.0,notariale,8,230,0,0,0,None,None,1,None,None,960,3,0,new
7,Tongerlo,Maison,None,299000.0,notariale,5,160,0,0,0,None,None,1,None,None,634,4,0,new
8,Hasselt,Appartement,None,129500.0,notariale,3,42,0,0,0,True,7,0,None,None,110,2,0,old
9,Houthalen,Maison,None,224000.0,notariale,6,120,0,0,0,None,None,1,None,None,277,3,0,old
0,Beverst,Appartement,Duplex,240000.0,notariale,4,110,0,0,0,None,None,0,None,None,000,3,0,old
1,Lommel,Maison,Villa,495000.0,notariale,5,200,0,0,0,None,None,0,None,None,390,4,0,old
2,Hechtel-Eksel,Maison,None,279900.0,notariale,7,333,0,0,0,None,None,0,None,None,106,4,0,old
3,Heers,Maison,None,250000.0,agence,5,None,0,0,0,None,None,0,None,None,822,3,0,old
4,Genk,Maison,Maison d’angle,199500.0,notariale,5,133,0,0,0,None,None,1,None,None,610,3,0,new
5,Houthalen-Helchteren,Maison,Maison unifamiliale,199000.0,notariale,6,None,0,0,0,None,None,1,None,None,777,3,0,old
6,Halen,Appartement,Penthouse,259000.0,notariale,5,100,0,0,0,True,15,0,None,None,618,3,0,new
7,Halen,Appartement,None,259000.0,notariale,5,100,0,0,0,True,15,0,None,None,618,3,0,new
8,Hasselt,Maison,None,315000.0,notariale,8,255,0,0,0,None,None,1,None,None,210,3,0,old
9,Maaseik,Maison,Villa,475000.0,notariale,5,155,0,0,0,None,None,1,None,None,611,4,0,old
0,Maasmechelen,Appartement,None,219000.0,notariale,5,99,0,0,0,None,None,1,None,None,None,None,0,old
1,None,Maison,Villa,None,notariale,10,455,0,0,0,None,None,0,None,None,822,4,0,old
2,None,Maison,None,None,notariale,8,280,0,0,0,True,36,0,None,None,187,2,0,new
3,Hasselt,Appartement,None,225000.0,notariale,4,101,0,0,0,None,None,0,None,None,None,None,0,old
4,None,Maison,Ferme,None,notariale,1,None,0,0,0,None,None,0,None,None,000,4,0,None
5,None,Maison,None,None,notariale,4,125,0,0,0,True,15,0,None,None,None,3,0,old
6,Borgloon,Maison,None,221000.0,notariale,4,111,0,0,0,True,12,0,None,None,None,2,0,old
7,Tongeren,Maison,None,249000.0,notariale,7,204,0,0,0,None,None,1,None,None,706,3,0,old
8,Maasmechelen,Appartement,Duplex,249000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
9,Leopoldsburg,Appartement,None,185250.0,notariale,5,92,0,0,0,None,None,0,None,None,None,None,0,None
0,Tessenderlo,Maison,Villa,695000.0,notariale,9,386,0,0,0,None,None,1,None,None,078,4,0,old
1,Maaseik,Appartement,None,217000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
2,Hasselt,Appartement,None,265000.0,notariale,2,69,0,0,0,None,None,0,None,None,69,None,0,old
3,Bree,Appartement,None,225000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
4,Bree,Appartement,Penthouse,285000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
5,Bree,Appartement,None,197000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
6,Bree,Appartement,None,290000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
7,Bree,Appartement,None,172000.0,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
8,Bree,Appartement,None,265000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Hasselt,Appartement,Immeuble d'appartements,375000.0,notariale,4,93,0,0,0,True,32,0,None,None,None,None,0,None
0,Koersel,Maison,Maison unifamiliale,299000.0,notariale,4,242,0,0,0,None,None,0,None,None,238,4,0,old
1,Zonhoven,Appartement,App. rez-de-chaussée,269000.0,notariale,2,155,0,0,0,None,None,0,None,None,366,3,0,old
2,Tessenderlo,Appartement,None,211500.0,notariale,4,105,0,0,0,None,None,0,None,None,None,3,0,old
3,Zutendaal,Maison,Villa moderne,624900.0,notariale,8,70,0,0,0,None,None,1,287,615,902,4,0,old
4,Lanaken,Maison,None,370000.0,notariale,4,275,0,0,0,None,None,1,None,None,451,3,0,old
5,Hamont,Appartement,None,225650.0,notariale,5,99,0,0,0,None,None,1,None,None,None,2,0,None
6,Tessenderlo,Maison,None,209000.0,notariale,6,170,0,0,0,None,None,0,None,None,17,3,0,old
7,Maaseik,Maison,Maison de vacances,52000.0,notariale,5,85,0,1,0,None,None,1,None,None,300,4,0,old
8,Achel,Maison,Usage mixte,419000.0,notariale,12,300,0,0,1,None,None,1,425,None,000,4,0,new
9,Lommel,Maison,Villa,499000.0,notariale,7,330,0,0,0,None,None,0,None,None,425,4,0,old
0,Maasmechelen,Maison,Maison de maître,175000.0,notariale,7,182,0,0,0,None,None,1,None,None,200,2,0,None
1,Lanaken,Appartement,None,245000.0,notariale,4,120,0,0,0,None,None,0,None,None,74,2,0,old
2,Lanaken,Maison,None,249500.0,notariale,3,None,0,0,0,None,None,1,None,None,741,4,0,new
3,Tessenderlo,Appartement,Duplex,198000.0,notariale,5,86,0,0,0,True,3,0,None,None,86,2,0,old
4,Rijkhoven,Maison,Maison unifamiliale,190000.0,notariale,6,125,0,0,0,None,None,1,None,None,500,4,0,old
5,Leopoldsburg,Maison,Maison unifamiliale,215000.0,notariale,6,130,0,0,0,None,None,1,None,None,011,4,0,old
6,Tongeren,Appartement,None,340000.0,notariale,7,171,0,0,0,None,None,0,None,None,None,2,0,new
7,Grote-Brogel,Maison,None,238000.0,notariale,7,None,0,0,0,None,None,0,None,None,266,2,0,old
8,As,Maison,None,319000.0,notariale,9,185,0,0,0,None,None,1,None,None,927,4,0,old
9,Dilsen-Stokkem,Appartement,None,265000.0,notariale,6,136,0,0,0,None,None,0,None,None,None,4,0,old
0,Beringen,Appartement,None,259500.0,notariale,3,41,0,0,0,True,44,0,None,None,None,None,0,old
1,Beringen,Appartement,Penthouse,624500.0,notariale,5,01,0,0,0,True,63,0,None,None,None,None,0,old
2,Opglabbeek,Maison,Maison unifamiliale,210000.0,notariale,4,113,0,0,0,None,None,1,None,None,771,4,0,old
3,Sint-Huibrechts-Lille,Maison,Maison bourgeoise,195000.0,notariale,6,165,0,0,0,None,None,0,None,None,394,4,0,old
4,Houthalen-Helchteren,Maison,Maison unifamiliale,365000.0,notariale,9,220,0,0,1,None,None,1,None,None,780,4,0,old
5,Hasselt,Appartement,Loft,1200000.0,notariale,9,275,0,0,1,None,None,0,395,None,None,2,0,old
6,Gingelom,Maison,None,249500.0,notariale,7,None,0,0,0,None,None,0,None,None,250,2,0,old
7,Achel,Maison,None,425000.0,notariale,3,152,0,0,0,None,None,0,None,None,397,4,0,None
8,Teuven,Maison,None,175000.0,notariale,5,150,0,0,0,None,None,1,None,None,234,4,0,None
9,Lanaken,Appartement,None,223100.0,notariale,3,100,0,0,0,True,15,0,None,None,None,None,0,old
0,Lanaken,Maison,None,287000.0,notariale,4,None,0,0,0,None,None,1,None,None,256,4,0,None
1,Lanaken,Maison,None,319000.0,notariale,4,None,0,0,0,None,None,1,None,None,405,4,0,None
2,Hasselt,Appartement,None,485000.0,notariale,3,40,0,0,0,True,35,0,None,None,None,None,0,None
3,Hasselt,Appartement,None,584000.0,notariale,4,147,0,0,0,True,30,0,None,None,None,None,0,None
4,Hasselt,Appartement,Penthouse,489000.0,notariale,3,80,0,0,0,True,10,0,None,None,None,None,0,None
5,Lanaken,Maison,None,268000.0,notariale,4,None,0,0,0,None,None,1,None,None,250,3,0,None
6,Dilsen-Stokkem,Maison,None,293000.0,notariale,3,None,0,0,0,None,None,0,None,None,421,3,0,old
7,Lommel,Maison,None,312000.0,notariale,4,None,0,0,0,None,None,0,None,None,351,3,0,old
8,Dilsen-Stokkem,Maison,None,292000.0,notariale,3,None,0,0,0,None,None,0,None,None,462,3,0,old
9,Borgloon,Maison,None,297000.0,notariale,4,None,0,0,0,None,None,1,None,None,360,3,0,old
0,Heusden,Appartement,None,149950.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
1,Helchteren,Maison,None,275950.0,notariale,4,144,0,0,0,True,17,1,None,None,285,4,0,None
2,Lanaken,Maison,None,180000.0,notariale,5,240,0,0,0,None,None,0,None,None,400,2,0,old
3,Bree,Appartement,None,198000.0,notariale,5,120,0,0,0,None,None,0,None,None,036,3,0,old
4,Borgloon,Appartement,App. rez-de-chaussée,235550.0,notariale,4,99,0,0,0,True,46,1,None,None,192,2,0,None
5,Meeuwen,Maison,Villa-Manoir,685000.0,notariale,10,410,0,0,1,None,None,1,None,None,050,4,0,old
6,Houthalen,Maison,None,249000.0,notariale,4,165,0,0,0,None,None,1,None,None,591,4,0,old
7,None,Appartement,None,None,notariale,7,230,0,0,0,None,None,0,None,None,871,None,0,old
8,Maasmechelen,Maison,None,995000.0,notariale,10,19,0,0,0,None,None,1,None,None,822,4,0,old
9,Bree,Maison,Ferme,695000.0,notariale,5,None,0,0,0,None,None,0,None,None,None,4,0,None
0,Genk,Maison,None,327155.0,notariale,6,20,0,0,0,None,None,1,None,None,558,3,0,old
1,Genk,Maison,None,291407.0,notariale,5,20,0,0,0,None,None,0,None,None,310,2,0,old
2,Genk,Maison,None,296590.0,notariale,5,80,0,0,0,None,None,0,None,None,310,2,0,old
3,Genk,Maison,None,313167.0,notariale,6,56,0,0,0,None,None,0,None,None,401,2,0,old
4,Genk,Maison,None,296590.0,notariale,5,20,0,0,0,None,None,0,None,None,310,2,0,old
5,Genk,Maison,None,296407.0,notariale,6,20,0,0,0,None,None,0,None,None,558,3,0,old
6,Peer,Maison,None,195000.0,notariale,5,None,0,0,0,None,None,1,None,None,414,4,0,old
7,Peer,Maison,None,188000.0,notariale,5,None,0,0,0,None,None,1,None,None,379,4,0,old
8,Genk,Appartement,None,157500.0,notariale,3,05,0,0,0,True,71,0,None,None,None,2,0,old
9,Lanaken,Maison,None,295000.0,notariale,7,None,0,0,0,None,None,1,None,None,606,3,0,new
0,Halen,Maison,None,179000.0,notariale,7,158,0,0,0,None,None,1,105,790,895,3,0,old
1,Munsterbilzen,Maison,None,249000.0,notariale,5,175,0,0,0,None,None,1,None,None,579,3,0,None
2,Helchteren,Maison,Villa-Manoir,229000.0,notariale,6,180,0,0,0,None,None,0,None,None,291,4,0,old
3,Lommel,Maison,Villa,429000.0,notariale,8,370,0,0,0,None,None,0,None,None,694,4,0,old
4,Neerpelt,Appartement,Duplex,259900.0,notariale,4,140,0,0,0,None,None,0,None,None,022,4,0,old
